scenario,communication_structure,network_topology,communication_noise,use_reputation,malicious_agent_ratio,lying_probability,lie_magnitude,reputation_strength,reputation_learning_rate,seed,average_cumulative_return,average_reward_over_time,final_group_performance,average_group_reward_per_timestep,cumulative_return_std,cumulative_return_variance,gini_coefficient,final_most_popular_arm_share,final_choice_entropy,final_distinct_arms_chosen,mean_most_popular_arm_share,mean_choice_entropy,mean_distinct_arms_chosen,oracle_expected_group_reward_per_step,expected_regret,mean_lie_rate,final_mean_reputation
sq2_lr_global_malicious_lr_0.75,global,fully_connected,0.0,True,0.25,0.7,1.0,1.0,0.75,42,3147.094061826647,0.7867735154566614,25176.752494613174,6.294188123653291,412.44714803288826,170112.64992046324,0.07145907062710055,0.375,1.5612781244591325,3,0.35121875,1.9048493110919686,3.987,12.4,24423.247505386826,0.17640625,1.5768504594771624
sq2_lr_global_malicious_lr_0.75,global,fully_connected,0.0,True,0.25,0.7,1.0,1.0,0.75,84,3240.031232088765,0.8100078080221916,25920.24985671012,6.480062464177533,223.8012737663448,50087.010139438404,0.03867418043086923,0.375,1.5612781244591325,3,0.32146875,1.9463324009904817,4.044,12.4,23679.75014328988,0.1720625,1.6198431982641914
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,1,2770.1325430762367,0.6925331357690595,22161.060344609894,5.540265086152476,85.44111460918627,7300.184065660103,0.01567439977692975,0.375,1.8112781244591325,4,0.4175625,1.7392621991560175,3.73425,12.4,27438.939655390106,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,7,2955.350289112319,0.7388375722780801,23642.80231289855,5.910700578224641,184.28527846322282,33961.06385826758,0.030848755772452163,0.375,1.9056390622295662,4,0.40090625,1.817110835614752,3.938,12.4,25957.19768710145,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,21,2820.8131839516027,0.7052032959879009,22566.50547161282,5.641626367903207,124.0127152333179,15379.153539539999,0.02404164826242705,0.375,1.9056390622295662,4,0.4149375,1.7496538228204337,3.75175,12.4,27033.49452838718,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,42,2883.7415204293206,0.72093538010733,23069.932163434565,5.76748304085864,95.50584882039433,9121.367158904017,0.018230758215551424,0.375,1.9056390622295662,4,0.4105625,1.7626528729566049,3.78075,12.4,26530.067836565435,0.0,1.0
sq2_lr_local_clean_no_reputation,local,ring_lattice,0.0,False,0.0,0.0,0.0,0.0,0.0,84,2856.074040675646,0.7140185101689112,22848.592325405167,5.712148081351289,135.26089517182922,18295.509762684575,0.025448535179433796,0.375,1.5612781244591325,3,0.40946875,1.7829283095767081,3.8505,12.4,26751.407674594833,0.0,1.0
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,1,2774.2684882962085,0.6935671220740519,22194.147906369668,5.548536976592415,135.40856280591467,18335.478881163337,0.024251578218275283,0.375,2.1556390622295662,5,0.4141875,1.757692752250746,3.78175,12.4,27405.852093630332,0.0,1.188657333326791
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,7,2920.471054064242,0.7301177635160602,23363.768432513934,5.840942108128481,162.1374920495346,26288.566328112895,0.030176651426721657,0.375,1.9056390622295662,4,0.40759375,1.7745563058955183,3.8145,12.4,26236.231567486066,0.0,1.190035305042975
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,21,2770.756125431294,0.6926890313578244,22166.049003450353,5.541512250862596,134.5209284699586,18095.880196419716,0.026508973079649945,0.25,2.25,5,0.40575,1.7989371067581346,3.8925,12.4,27433.950996549647,0.0,1.183864010367823
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,42,2858.379357127964,0.7145948392819916,22867.03485702371,5.716758714255933,102.18195458491807,10441.151842794261,0.018702416731292137,0.25,2.0,4,0.41278125,1.7601791452808546,3.7815,12.4,26732.96514297629,0.0,1.182897070323207
sq2_lr_local_clean_lr_0.05,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.05,84,2771.9880965210045,0.692997024130251,22175.904772168036,5.543976193042008,162.6213994399097,26445.719555794665,0.030067966481594155,0.25,2.0,4,0.40628125,1.804535038724187,3.9165,12.4,27424.095227831964,0.0,1.1883625697772056
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,1,2992.442135423202,0.7481105338558004,23939.537083385618,5.984884270846403,231.7954491741332,53729.13025783817,0.04150605662075346,0.375,1.8112781244591325,4,0.39859375,1.8145138603389044,3.91425,12.4,25660.462916614382,0.0,1.1843321082172296
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,7,2766.470218960441,0.6916175547401103,22131.761751683527,5.532940437920883,186.34423917276504,34724.17547287666,0.03272625461233636,0.375,1.8112781244591325,4,0.41234375,1.7712311871622735,3.82725,12.4,27468.238248316473,0.0,1.1938508577878622
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,21,2887.0975611970216,0.7217743902992544,23096.780489576173,5.774195122394035,131.68069680312124,17339.80591055554,0.02312402950511694,0.375,1.8112781244591325,4,0.40596875,1.784394706909884,3.83775,12.4,26503.219510423827,0.0,1.2001738952956613
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,42,3086.587692824833,0.7716469232062078,24692.701542598665,6.173175385649662,210.09419933662014,44139.57259489547,0.03262632567864854,0.25,2.0,4,0.3975625,1.817972050876009,3.923,12.4,24907.298457401335,0.0,1.1854650393214878
sq2_lr_local_clean_lr_0.1,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.1,84,2967.639660508354,0.7419099151270877,23741.117284066833,5.935279321016702,285.53506093943395,81530.27102568626,0.04796166162336957,0.5,1.4056390622295662,3,0.40675,1.7859463637783906,3.84725,12.4,25858.882715933167,0.0,1.2049204152166124
sq2_lr_local_clean_lr_0.25,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.25,1,2898.7987268057595,0.7246996817014404,23190.389814446076,5.797597453611523,247.92694540807184,61467.77025937704,0.04460526912711127,0.375,1.8112781244591327,4,0.4055,1.7930386483823897,3.8635,12.4,26409.610185553924,0.0,1.1941512662930518
sq2_lr_local_clean_lr_0.25,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.25,7,2822.510376946873,0.7056275942367181,22580.083015574983,5.6450207538937445,214.4157087350106,45974.096152336904,0.03610896410618958,0.375,1.5612781244591325,3,0.41246875,1.7734481484356952,3.8285,12.4,27019.916984425017,0.0,1.182730212474571
sq2_lr_local_clean_lr_0.25,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.25,21,2869.9634505420204,0.7174908626355048,22959.707604336163,5.739926901084038,123.20357148067556,15179.120025593933,0.024191926134704334,0.25,2.0,4,0.401875,1.8129387228975966,3.92075,12.4,26640.292395663837,0.0,1.182400776227631
sq2_lr_local_clean_lr_0.25,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.25,42,2924.1570052514808,0.7310392513128713,23393.256042011846,5.84831401050297,169.30482972278867,28664.125367462464,0.0324722648582485,0.375,2.1556390622295662,5,0.40365625,1.7991940081547535,3.8805,12.4,26206.743957988154,0.0,1.1926097738587789
sq2_lr_local_clean_lr_0.25,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.25,84,3009.030841324639,0.7522577103311594,24072.24673059711,6.018061682649275,175.9162158003962,30946.51498153157,0.031172140107742274,0.375,2.1556390622295662,5,0.3974375,1.8204896371463353,3.9345,12.4,25527.75326940289,0.0,1.192593816621228
sq2_lr_local_clean_lr_0.5,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.5,1,2898.7987268057595,0.7246996817014404,23190.389814446076,5.797597453611523,247.92694540807184,61467.77025937704,0.04460526912711127,0.375,1.8112781244591327,4,0.4055,1.7930386483823897,3.8635,12.4,26409.610185553924,0.0,1.203904817663806
sq2_lr_local_clean_lr_0.5,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.5,7,2850.321044056933,0.7125802610142338,22802.568352455462,5.70064208811387,164.8758167602475,27184.034952358703,0.032026037513432026,0.375,1.8112781244591325,4,0.4046875,1.7875853697694262,3.85025,12.4,26797.431647544538,0.0,1.2169529519170788
sq2_lr_local_clean_lr_0.5,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.5,21,2968.8469283144923,0.7422117320786227,23750.77542651594,5.937693856628981,100.72008089993223,10144.534696488892,0.019140175613054478,0.375,2.1556390622295662,5,0.403125,1.8023515121089164,3.891,12.4,25849.22457348406,0.0,1.2107706744157918
sq2_lr_local_clean_lr_0.5,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.5,42,2983.864500828953,0.7459661252072384,23870.916006631625,5.967729001657907,202.9556747625543,41191.005918323724,0.03653940855317028,0.375,1.5612781244591325,3,0.402125,1.8067635770027752,3.90075,12.4,25729.083993368375,0.0,1.2137812218820094
sq2_lr_local_clean_lr_0.5,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.5,84,3014.6138457667234,0.7536534614416808,24116.910766133788,6.029227691533446,222.35642533297892,49442.379886860625,0.03956440105056602,0.375,2.1556390622295662,5,0.3956875,1.831581395673737,3.9685,12.4,25483.089233866212,0.0,1.2026553493101226
sq2_lr_local_clean_lr_0.75,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.75,1,2831.071772144389,0.7077679430360972,22648.57417715511,5.662143544288778,96.98114680767405,9405.342836131627,0.018692546980958458,0.375,1.8112781244591325,4,0.40790625,1.795014952179168,3.88975,12.4,26951.42582284489,0.0,1.1934575481142988
sq2_lr_local_clean_lr_0.75,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.75,7,2954.0185179605232,0.7385046294901313,23632.148143684186,5.90803703592105,139.03991572486203,19332.098164776737,0.025423174568304896,0.5,1.75,4,0.4036875,1.805237079132158,3.90275,12.4,25967.851856315814,0.0,1.1976365871122745
sq2_lr_local_clean_lr_0.75,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.75,21,2920.8064453059005,0.7302016113264759,23366.451562447204,5.841612890611807,108.54644905248442,11782.331601903596,0.019819483074277278,0.375,1.9056390622295662,4,0.4055,1.7976572236632213,3.88275,12.4,26233.548437552796,0.0,1.2094585686268937
sq2_lr_local_clean_lr_0.75,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.75,42,2811.8518911554092,0.7029629727888523,22494.815129243274,5.623703782310819,70.12644899288424,4917.718848351595,0.014068600171528445,0.375,1.9056390622295662,4,0.413875,1.7666850287567115,3.812,12.4,27105.184870756726,0.0,1.2141884217763415
sq2_lr_local_clean_lr_0.75,local,ring_lattice,0.0,True,0.0,0.0,0.0,1.0,0.75,84,2860.9500189699243,0.7152375047424808,22887.600151759394,5.721900037939847,226.2965039673662,51210.107707852185,0.03970400668205509,0.25,2.25,5,0.40384375,1.7950965220192991,3.877,12.4,26712.399848240606,0.0,1.2114761796236242
sq2_lr_local_malicious_no_reputation,local,ring_lattice,0.0,False,0.25,0.7,1.0,0.0,0.0,1,2888.2047381000075,0.7220511845250024,23105.63790480006,5.776409476200019,399.26309499518635,159411.0190251352,0.07283379005374613,0.5,1.5,3,0.41146875,1.7699725342304014,3.80575,12.4,26494.36209519994,0.1748125,1.0
sq2_lr_local_malicious_no_reputation,local,ring_lattice,0.0,False,0.25,0.7,1.0,0.0,0.0,7,2580.971669434622,0.6452429173586562,20647.773355476977,5.16194333886925,207.81485822584207,43187.01529942684,0.04390204875371029,0.5,1.4056390622295662,3,0.4370625,1.6502585542782946,3.496,12.4,28952.226644523023,0.174,1.0
sq2_lr_local_malicious_no_reputation,local,ring_lattice,0.0,False,0.25,0.7,1.0,0.0,0.0,21,2621.4734577152117,0.6553683644288032,20971.787661721693,5.242946915430426,295.7828883998743,87487.51707017251,0.06355396645242717,0.5,1.75,4,0.44540625,1.6544572553650083,3.536,12.4,28628.212338278307,0.17409375,1.0
sq2_lr_local_malicious_no_reputation,local,ring_lattice,0.0,False,0.25,0.7,1.0,0.0,0.0,42,2399.798778616789,0.5999496946541975,19198.390228934313,4.79959755723358,280.9186220162556,78915.27219551188,0.065634310271796,0.25,2.5,6,0.46815625,1.5712675738831654,3.35475,12.4,30401.609771065687,0.1734375,1.0
sq2_lr_local_malicious_no_reputation,local,ring_lattice,0.0,False,0.25,0.7,1.0,0.0,0.0,84,2551.973146503967,0.637993286625992,20415.785172031738,5.103946293007936,189.33055750565887,35846.0600054036,0.04177176051248277,0.5,1.75,4,0.4385,1.6596969749126458,3.53375,12.4,29184.214827968262,0.17259375,1.0
sq2_lr_local_malicious_lr_0.05,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.05,1,2718.706527054367,0.6796766317635939,21749.652216434937,5.4374130541087515,396.63079420694476,157315.98691323175,0.07462142033621832,0.25,2.0,4,0.4206875,1.7458221226858441,3.76175,12.4,27850.347783565063,0.17203125,1.1568119682885434
sq2_lr_local_malicious_lr_0.05,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.05,7,2658.8824653638662,0.6647206163409665,21271.05972291093,5.317764930727732,235.8484155393755,55624.475112433945,0.04946942955438538,0.375,1.9056390622295662,4,0.42615625,1.702187377216198,3.624,12.4,28328.94027708907,0.174125,1.1662424504546953
sq2_lr_local_malicious_lr_0.05,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.05,21,2606.7792209123,0.651694805228075,20854.2337672984,5.2135584418246,303.79706022807073,92292.65380321803,0.06642298427611104,0.5,1.75,4,0.44453125,1.6463671293065198,3.51075,12.4,28745.7662327016,0.17421875,1.1623922319940585
sq2_lr_local_malicious_lr_0.05,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.05,42,2591.2413636335273,0.6478103409083824,20729.930909068218,5.182482727267059,311.0406531675933,96746.28792292307,0.06640685950325342,0.5,1.4056390622295662,3,0.4539375,1.612312471575141,3.43225,12.4,28870.069090931782,0.172625,1.1696605213282836
sq2_lr_local_malicious_lr_0.05,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.05,84,2594.186162423418,0.6485465406058537,20753.489299387344,5.18837232484683,162.06285761840326,26264.369819442847,0.03524317751137751,0.375,2.1556390622295662,5,0.436875,1.648079643245518,3.4935,12.4,28846.510700612656,0.1728125,1.1598746440248409
sq2_lr_local_malicious_lr_0.1,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.1,1,2704.440179114267,0.6761100447785674,21635.521432914134,5.408880358228539,288.0137263799349,82951.90658325602,0.05411703302206994,0.5,1.5,3,0.424125,1.7230223857741354,3.69325,12.4,27964.478567085866,0.1746875,1.1707313868877152
sq2_lr_local_malicious_lr_0.1,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.1,7,2558.2111438293205,0.6395527859573298,20465.689150634564,5.116422287658638,212.82405802984732,45294.07967629182,0.04533323767295938,0.375,1.9056390622295662,4,0.43471875,1.653953137230846,3.502,12.4,29134.310849365436,0.17365625,1.1640012633936938
sq2_lr_local_malicious_lr_0.1,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.1,21,2517.0856944547795,0.629271423613696,20136.685555638236,5.034171388909568,268.55071066279316,72119.48419749124,0.0599039154916845,0.5,1.0,2,0.449625,1.6318812737829183,3.484,12.4,29463.314444361764,0.17428125,1.1520276986772406
sq2_lr_local_malicious_lr_0.1,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.1,42,2557.73344893415,0.639433362233538,20461.8675914732,5.115466897868304,338.3358828030852,114471.16959214301,0.07315011579080188,0.5,1.4056390622295662,3,0.4555625,1.621046295007473,3.46225,12.4,29138.1324085268,0.17675,1.1717876919274595
sq2_lr_local_malicious_lr_0.1,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.1,84,2633.206138470112,0.6583015346175274,21065.649107760895,5.266412276940219,135.2822023804939,18301.274280916914,0.02803844743539252,0.5,1.5,3,0.42584375,1.7114777740886535,3.667,12.4,28534.350892239105,0.170375,1.1737057749054
sq2_lr_local_malicious_lr_0.25,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.25,1,2778.662611100429,0.6946656527751062,22229.30088880343,5.557325222200849,366.45467047360404,134289.02551191772,0.06259708577800982,0.5,1.4056390622295662,3,0.42559375,1.705861353662549,3.6385,12.4,27370.69911119657,0.1756875,1.1846163849333662
sq2_lr_local_malicious_lr_0.25,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.25,7,2654.044913366533,0.6635112283416345,21232.359306932263,5.308089826733076,234.71409103055234,55090.70452829841,0.049555466925143676,0.5,1.5,3,0.42653125,1.6869031537321166,3.57725,12.4,28367.640693067737,0.17503125,1.1544649354243708
sq2_lr_local_malicious_lr_0.25,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.25,21,2646.9705902332553,0.6617426475583134,21175.764721866042,5.293941180466507,379.7163896844278,144184.5365949762,0.0812705493458643,0.5,1.5,3,0.4423125,1.6458539740808524,3.49475,12.4,28424.235278133958,0.1734375,1.1577312222743414
sq2_lr_local_malicious_lr_0.25,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.25,42,2491.3591791360036,0.622839794784001,19930.87343308803,4.982718358272008,339.4512455456539,115227.1481024958,0.07607326786814617,0.375,1.5612781244591325,3,0.45884375,1.6012409364104692,3.413,12.4,29669.12656691197,0.177625,1.1377143123179378
sq2_lr_local_malicious_lr_0.25,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.25,84,2604.8430824741877,0.6512107706185465,20838.7446597935,5.209686164948372,156.6512832941494,24539.62455770385,0.032590688150172076,0.5,1.75,4,0.42840625,1.7008664295470213,3.63875,12.4,28761.2553402065,0.175,1.1771017863719544
sq2_lr_local_malicious_lr_0.5,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.5,1,2868.288648615543,0.7170721621538863,22946.309188924344,5.73657729723109,421.5967094356031,177743.78540692833,0.06849243694171725,0.25,2.0,4,0.41365625,1.7653843067368333,3.7945,12.4,26653.690811075656,0.17346875,1.2030524602528851
sq2_lr_local_malicious_lr_0.5,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.5,7,2622.6730085283857,0.6556682521320965,20981.384068227086,5.245346017056772,226.50694049299221,51305.39409149592,0.04766163183527894,0.375,1.9056390622295662,4,0.43196875,1.6763068389145739,3.5625,12.4,28618.615931772914,0.17609375,1.1703144741232183
sq2_lr_local_malicious_lr_0.5,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.5,21,2591.436015343961,0.6478590038359902,20731.48812275169,5.182872030687921,293.0670944826703,85888.32186851442,0.06395148946496754,0.375,1.9056390622295662,4,0.43678125,1.695243752673859,3.64325,12.4,28868.51187724831,0.1725,1.201151761357988
sq2_lr_local_malicious_lr_0.5,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.5,42,2590.660050348204,0.6476650125870506,20725.280402785633,5.1813201006964045,348.8983164754082,121730.03523937409,0.07433409983652961,0.5,1.4056390622295662,3,0.45521875,1.6105688654014352,3.436,12.4,28874.719597214367,0.17403125,1.1730715668791465
sq2_lr_local_malicious_lr_0.5,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.5,84,2672.754478051369,0.668188619512841,21382.035824410952,5.345508956102728,207.28748796419694,42968.10266650709,0.04264723997674391,0.375,1.9056390622295662,4,0.42890625,1.6767350452811942,3.55525,12.4,28217.964175589048,0.1728125,1.1551330867317153
sq2_lr_local_malicious_lr_0.75,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.75,1,2804.434237210261,0.7011085593025651,22435.473897682088,5.608868474420521,368.3572945548665,135687.09645178067,0.06873671378308543,0.5,1.75,4,0.41940625,1.745780656121983,3.75225,12.4,27164.526102317912,0.17234375,1.2103267867301075
sq2_lr_local_malicious_lr_0.75,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.75,7,2673.0018083683585,0.6682504520920904,21384.01446694687,5.3460036167367235,247.56748921613166,61289.66171677947,0.04972019095564395,0.5,1.5,3,0.425125,1.7000981868207112,3.61225,12.4,28215.98553305313,0.177,1.1469207691201764
sq2_lr_local_malicious_lr_0.75,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.75,21,2585.1250578676973,0.6462812644669245,20681.000462941578,5.170250115735396,294.0844600380749,86485.66963588606,0.06421568614010265,0.75,0.8112781244591328,2,0.4495625,1.6109272901157474,3.4115,12.4,28918.999537058422,0.17525,1.2304783280969638
sq2_lr_local_malicious_lr_0.75,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.75,42,2386.0850772078534,0.5965212693019633,19088.680617662827,4.772170154415706,283.6961832310058,80483.52437984041,0.06695853425700893,0.75,1.061278124459133,3,0.466625,1.5762516822229802,3.371,12.4,30511.319382337173,0.1765,1.2068166152269177
sq2_lr_local_malicious_lr_0.75,local,ring_lattice,0.0,True,0.25,0.7,1.0,1.0,0.75,84,2592.8872321137806,0.6482218080284448,20743.097856910244,5.185774464227558,141.60658774711877,20052.425693382447,0.0296317431824209,0.5,1.4056390622295662,3,0.43965625,1.644266311587635,3.4885,12.4,28856.902143089756,0.17203125,1.157277961708478
